betId,user_id,event_id,amount,odds,outcome
2410,gm22,A108,618,2.9,1
2411,gm7648,A70,192,2.7,1
2412,gm6190,A68,875,2.67,1
2413,gm5707,A181,625,2.11,0
2414,gm541,A2,94,2.2,1
2415,gm9118,A49,150,2.15,1
2416,gm6997,A38,744,2.46,0
2417,gm171,A33,806,2.86,1
2418,gm1151,A143,376,2.88,1
2419,gm6771,A60,931,2.95,0
2420,gm2238,A160,926,2.34,0
2421,gm7369,A24,383,2.78,1
2422,gm9571,A138,193,2.47,0
2423,gm4115,A64,285,2.43,1
2424,gm2517,A25,726,2.32,0
2425,gm6577,A157,448,2.4,1
2426,gm2703,A45,51,2.97,1
2427,gm8317,A141,145,2.32,1
2428,gm7279,A32,774,2.09,1
2429,gm1232,A44,968,2.28,0
2430,gm3435,A156,670,2.42,1
2431,gm1303,A23,999,2.49,1
2432,gm2943,A3,728,2.71,1
2433,gm7892,A68,470,2.08,1
2434,gm7370,A142,242,2.32,0
2435,gm6542,A47,395,2.06,1
2436,gm3681,A90,557,2.73,1
2437,gm8010,A55,238,2.94,1
2438,gm9942,A129,202,2.95,0
2439,gm5120,A22,810,2.19,1
2440,gm8287,A192,634,2.95,1
2441,gm5084,A176,516,2.55,1
2442,gm9729,A107,421,2.85,1
2443,gm1445,A62,372,2.71,1
2444,gm5218,A73,179,2.86,1
2445,gm846,A163,285,2.69,1
2446,gm861,A92,235,2.6,0
2447,gm593,A112,134,2.29,1
2448,gm3279,A81,643,2.04,0
2449,gm3668,A127,994,2.32,1
2450,gm5972,A80,515,2.13,0
2451,gm7583,A195,137,2.06,0
2452,gm2358,A147,468,2.69,1
2453,gm3972,A87,313,2.89,0
2454,gm5494,A177,769,2.65,0
2455,gm2130,A63,535,2.75,1
2456,gm3476,A6,519,2.74,0
2457,gm346,A9,873,2.09,0
2458,gm8245,A130,108,2.1,0
2459,gm884,A98,854,2.37,1
2460,gm3784,A114,687,2.64,1
2461,gm2908,A118,57,2.88,1
2462,gm90,A42,744,2.58,0
2463,gm6670,A8,856,2.96,0
2464,gm8903,A63,142,2.58,1
2465,gm3132,A182,68,2.35,0
2466,gm3818,A13,481,2.29,1
2467,gm5218,A76,930,2.94,0
2468,gm5814,A166,948,2.6,0
2469,gm3471,A56,748,2.17,0
2470,gm4700,A190,580,2.91,1
2471,gm6669,A34,178,2.78,1
2472,gm7346,A182,644,2.64,0
2473,gm437,A179,337,2.81,1
2474,gm8300,A102,203,2.45,1
2475,gm4752,A153,917,2.72,1
2476,gm6629,A12,336,2.56,1
2477,gm7036,A167,356,2.03,1
2478,gm2839,A76,319,2.2,0
2479,gm3699,A148,253,2.28,1
2480,gm2471,A114,693,2.3,1
2481,gm932,A11,994,2.37,1
2482,gm9308,A73,768,2.47,1
2483,gm3227,A133,77,2.97,0
2484,gm720,A60,814,2.88,0
2485,gm1360,A163,792,2.05,0
2486,gm9705,A28,749,2.34,0
2487,gm295,A173,116,2.07,1
2488,gm1765,A107,192,2.28,1
2489,gm8689,A16,784,2.08,0
2490,gm5407,A58,946,2.22,0
2491,gm5417,A24,355,2.44,0
2492,gm5131,A36,493,2.73,1
2493,gm5490,A175,775,2.58,1
2494,gm4274,A172,348,2.93,1
2495,gm7624,A184,40,2.4,0
2496,gm4212,A107,519,2.7,1
2497,gm5787,A119,827,2.42,0
2498,gm9057,A73,952,2.74,0
2499,gm5350,A16,499,2.17,1
2500,gm3877,A129,465,2.48,1
2501,gm9201,A110,657,2.44,1
2502,gm6150,A5,285,2.23,1
2503,gm495,A98,656,2.2,0
2504,gm8843,A122,497,2.69,0
2505,gm6436,A14,613,2.18,0
2506,gm5255,A97,452,2.07,1
2507,gm6647,A57,405,2.86,1
2508,gm1377,A52,295,2.86,0
2509,gm3100,A162,898,2.46,1
2510,gm7229,A198,597,2.01,1
2511,gm4924,A50,606,2.56,1
2512,gm358,A121,584,2.42,0
2513,gm9535,A13,679,2.22,0
2514,gm1996,A20,279,2.62,1
2515,gm2815,A87,529,2.67,0
2516,gm9034,A176,717,2.24,1
2517,gm4663,A36,693,2.61,0
2518,gm4370,A174,74,2.91,0
2519,gm8054,A192,886,2.17,0
2520,gm124,A44,987,2.93,0
2521,gm8336,A6,199,2.26,0
2522,gm6456,A78,761,2.67,0
2523,gm797,A87,897,2.32,0
2524,gm6931,A89,455,2.79,1
2525,gm962,A72,45,2.07,0
2526,gm4177,A2,413,2.87,0
2527,gm2145,A198,832,2.93,0
2528,gm7882,A93,106,2.5,0
2529,gm1657,A176,873,2.1,1
2530,gm2711,A159,238,2.29,1
2531,gm8580,A65,291,2.57,0
2532,gm8941,A68,969,2.13,0
2533,gm1399,A42,261,2.18,1
2534,gm3944,A138,252,2.48,1
2535,gm9563,A159,145,2.15,0
2536,gm9423,A177,368,2.21,0
2537,gm2186,A149,805,2.47,0
2538,gm1470,A159,75,2.39,1
2539,gm4546,A26,677,2.76,1
2540,gm7824,A10,37,2.63,1
2541,gm387,A143,665,2.47,1
2542,gm2940,A195,705,2.44,1
2543,gm3178,A197,711,2.31,1
2544,gm9701,A22,197,2.15,1
2545,gm1308,A82,190,2.4,0
2546,gm1410,A161,593,2.78,1
2547,gm3593,A183,510,2.28,1
2548,gm5867,A56,482,2.03,0
2549,gm4935,A8,118,2.88,1
2550,gm4850,A171,242,2.89,0
2551,gm1810,A69,176,2.64,1
2552,gm4333,A148,664,2.23,0
2553,gm3048,A186,724,2.58,0
2554,gm3945,A65,229,2.19,0
2555,gm2588,A75,931,2.26,0
2556,gm4176,A99,951,2.41,1
2557,gm2996,A118,189,2.41,1
2558,gm7455,A52,755,2.69,0
2559,gm6311,A196,594,2.56,0
2560,gm6649,A14,885,2.8,1
2561,gm481,A167,790,2.46,1
2562,gm1678,A116,776,2.72,1
2563,gm9869,A86,534,2.76,1
2564,gm1701,A47,137,2.8,1
2565,gm2245,A115,811,2.83,1
2566,gm6979,A123,148,2.77,1
2567,gm5002,A48,123,2.8,0
2568,gm9052,A166,487,2.39,0
2569,gm468,A116,468,2.59,0
2570,gm3820,A162,752,2.77,1
2571,gm8914,A91,413,2.96,1
2572,gm7874,A153,86,2.62,1
2573,gm9284,A63,473,2.43,0
2574,gm6750,A160,305,2.18,0
2575,gm3170,A178,34,2.0,1
2576,gm4536,A129,473,2.22,1
2577,gm7896,A69,392,2.49,1
2578,gm4530,A168,193,2.65,0
2579,gm3840,A116,223,2.44,0
2580,gm3582,A165,412,2.63,1
2581,gm8257,A196,451,3.0,0
2582,gm4962,A22,935,2.36,0
2583,gm6255,A18,724,2.35,1
2584,gm3384,A49,286,2.83,0
2585,gm1985,A88,686,2.87,0
2586,gm813,A104,320,2.04,0
2587,gm1512,A147,816,2.03,1
2588,gm8543,A50,181,2.56,0
2589,gm633,A182,716,2.54,1
2590,gm9428,A11,796,2.92,1
2591,gm4368,A44,316,2.58,1
2592,gm9788,A154,920,2.95,1
2593,gm9930,A55,261,2.8,0
2594,gm3194,A168,512,2.07,0
2595,gm4503,A139,857,2.94,1
2596,gm4075,A73,735,2.56,0
2597,gm9626,A39,881,2.62,1
2598,gm8693,A122,481,2.02,0
2599,gm2883,A105,206,2.12,0
2600,gm530,A139,302,2.46,1
2601,gm3295,A5,265,2.64,0
2602,gm8214,A83,911,2.07,0
2603,gm9336,A88,375,2.78,0
2604,gm3993,A128,277,2.31,0
2605,gm1400,A6,521,2.63,0
2606,gm2781,A93,540,2.83,1
2607,gm6344,A198,568,2.27,0
2608,gm3051,A11,745,2.08,1
2609,gm3937,A94,534,2.97,0
2610,gm784,A3,681,2.21,0
2611,gm2906,A137,993,2.17,1
2612,gm8891,A133,337,2.08,0
2613,gm6239,A182,359,2.53,1
2614,gm7626,A49,546,2.51,0
2615,gm2325,A157,936,2.06,0
2616,gm795,A59,609,2.41,0
2617,gm6665,A144,940,2.7,0
2618,gm1238,A68,854,2.49,0
2619,gm6995,A97,916,2.14,1
2620,gm8512,A23,649,2.04,1
2621,gm7831,A14,874,2.5,0
2622,gm2078,A164,740,2.94,0
2623,gm8016,A106,193,2.44,1
2624,gm480,A119,498,2.59,1
2625,gm8937,A33,25,2.03,1
2626,gm2019,A172,522,2.66,0
2627,gm332,A23,47,2.1,1
2628,gm3118,A33,498,2.09,1
2629,gm9026,A129,404,2.32,0
2630,gm2331,A121,32,2.49,0
2631,gm7617,A155,485,2.21,0
2632,gm4922,A152,659,2.15,0
2633,gm4916,A125,934,2.09,1
2634,gm4711,A56,469,2.12,0
2635,gm9005,A87,107,2.84,1
2636,gm5230,A70,825,2.15,0
2637,gm8656,A72,229,2.22,0
2638,gm275,A145,544,2.64,0
2639,gm5182,A131,223,2.82,1
2640,gm7297,A80,703,2.2,0
2641,gm4746,A183,94,2.91,1
2642,gm8991,A34,695,2.32,0
2643,gm9158,A20,117,2.92,1
2644,gm1760,A19,919,2.37,0
2645,gm378,A113,199,2.95,0
2646,gm3153,A105,559,2.92,1
2647,gm7328,A157,21,2.67,1
2648,gm5287,A181,658,2.64,0
2649,gm5278,A179,792,2.9,1
2650,gm7695,A61,445,2.22,1
2651,gm5214,A57,231,2.06,0
2652,gm4677,A70,560,2.12,1
2653,gm6295,A135,654,2.63,1
2654,gm9314,A40,678,2.06,0
2655,gm9357,A19,721,2.95,0
2656,gm1594,A1,190,2.27,1
2657,gm5304,A42,399,2.62,1
2658,gm5227,A123,742,2.4,1
2659,gm3618,A135,643,2.75,1
2660,gm458,A3,165,2.13,1
2661,gm7765,A20,384,2.79,1
2662,gm5997,A175,735,2.04,0
2663,gm8633,A89,208,2.31,0
2664,gm8060,A161,821,2.73,1
2665,gm1321,A6,636,2.95,0
2666,gm2096,A39,491,2.47,0
2667,gm810,A15,130,2.4,0
2668,gm5190,A144,635,2.7,0
2669,gm1135,A51,697,2.16,0
2670,gm7225,A194,828,2.07,0
2671,gm7680,A20,505,2.43,1
2672,gm4997,A166,956,2.63,1
2673,gm4934,A7,837,2.17,0
2674,gm7491,A105,466,2.7,0
2675,gm8790,A145,887,2.77,0
2676,gm8863,A55,346,2.46,1
2677,gm9505,A49,81,2.84,1
2678,gm2820,A3,750,2.35,1
2679,gm4890,A67,246,2.4,0
2680,gm1363,A93,550,2.83,1
2681,gm4143,A103,814,2.04,1
2682,gm3072,A125,274,2.08,0
2683,gm9066,A71,165,3.0,0
2684,gm9038,A122,536,2.54,1
2685,gm3264,A67,106,2.33,1
2686,gm7219,A59,811,2.22,1
2687,gm8556,A75,150,2.3,0
2688,gm1763,A189,227,2.7,0
2689,gm4134,A76,514,2.95,0
2690,gm8212,A64,539,2.16,0
2691,gm9908,A101,313,2.49,0
2692,gm245,A140,875,2.56,1
2693,gm8374,A178,60,2.1,0
2694,gm6538,A90,397,2.89,0
2695,gm5194,A2,491,2.62,1
2696,gm668,A172,709,2.41,1
2697,gm6126,A76,487,2.5,0
2698,gm399,A8,816,2.96,0
2699,gm8150,A134,517,2.75,1
2700,gm6790,A128,748,2.98,0
2701,gm9441,A163,192,2.96,1
2702,gm6232,A97,904,2.56,1
2703,gm865,A120,590,2.43,1
2704,gm9339,A148,644,2.91,1
2705,gm3332,A24,815,2.59,1
2706,gm8254,A96,581,2.52,1
2707,gm8613,A142,959,2.61,1
2708,gm986,A22,125,2.21,0
2709,gm9092,A138,231,2.38,1
2710,gm6973,A181,232,2.92,1
2711,gm4666,A70,31,2.9,0
2712,gm151,A192,350,2.93,0
2713,gm4812,A3,768,2.67,1
2714,gm4457,A114,312,2.29,1
2715,gm2037,A20,223,2.66,0
2716,gm1677,A116,851,2.33,0
2717,gm3708,A31,530,2.37,0
2718,gm8242,A21,127,2.63,0
2719,gm9731,A113,552,2.47,1
2720,gm7137,A120,245,2.05,0
2721,gm2860,A163,605,2.01,1
2722,gm7302,A198,528,2.94,1
2723,gm153,A20,656,2.4,0
2724,gm8324,A90,957,2.37,0
2725,gm7628,A13,980,2.41,1
2726,gm7287,A26,90,2.64,1
2727,gm7877,A149,111,2.87,0
2728,gm4056,A60,697,2.17,0
2729,gm681,A169,424,2.83,1
2730,gm9213,A130,221,2.23,1
2731,gm3687,A126,727,2.19,0
2732,gm7305,A87,495,2.78,0
2733,gm5084,A103,342,2.57,1
2734,gm763,A121,593,2.64,0
2735,gm7402,A183,867,2.65,0
2736,gm4139,A34,529,2.22,1
2737,gm1270,A50,34,2.59,1
2738,gm2055,A160,572,2.1,0
2739,gm5310,A17,126,2.47,1
2740,gm9506,A1,852,2.55,1
2741,gm3147,A175,800,2.91,1
2742,gm160,A93,439,2.49,1
2743,gm2355,A3,827,2.77,0
2744,gm6751,A190,316,2.27,1
2745,gm6728,A130,838,2.31,1
2746,gm7130,A30,418,2.18,1
2747,gm1128,A0,785,2.31,0
2748,gm5634,A158,463,2.61,0
2749,gm1749,A157,518,2.09,1
2750,gm3309,A180,498,2.79,0
2751,gm1084,A183,305,2.57,1
2752,gm1849,A95,386,2.85,1
2753,gm2586,A169,54,2.66,0
2754,gm206,A11,937,2.36,0
2755,gm4469,A38,714,2.59,1
2756,gm4829,A119,965,2.54,1
2757,gm7414,A16,682,2.73,1
2758,gm749,A13,863,2.03,1
2759,gm3846,A163,678,2.33,1
2760,gm2186,A29,43,2.54,1
2761,gm2860,A190,526,2.32,0
2762,gm4450,A172,100,2.5,0
2763,gm5136,A18,282,2.15,1
2764,gm9358,A152,807,2.77,1
2765,gm3180,A182,482,2.33,1
2766,gm118,A80,227,2.01,0
2767,gm2481,A136,276,2.82,1
2768,gm800,A164,91,2.03,1
2769,gm2877,A75,466,2.24,1
2770,gm2840,A0,416,2.93,0
2771,gm7238,A179,24,2.35,1
2772,gm8958,A99,838,2.29,0
2773,gm2960,A61,894,2.93,0
2774,gm6851,A3,552,2.41,0
2775,gm3370,A110,98,2.44,0
2776,gm2241,A8,629,2.23,1
2777,gm7246,A80,900,2.01,1
2778,gm8948,A174,679,2.88,0
2779,gm2041,A6,866,2.58,0
2780,gm2757,A154,687,2.42,0
2781,gm5009,A7,617,2.82,1
2782,gm7668,A178,820,2.13,1
2783,gm8680,A15,435,2.2,0
2784,gm7814,A60,117,2.6,1
2785,gm1706,A54,168,2.11,1
2786,gm6845,A134,473,2.26,1
2787,gm1452,A8,855,2.42,0
2788,gm5945,A57,985,2.27,1
2789,gm2063,A127,661,2.36,1
2790,gm5386,A108,853,2.99,0
2791,gm4383,A129,342,2.85,1
2792,gm9723,A159,639,2.19,1
2793,gm7591,A136,943,2.1,0
2794,gm1258,A18,513,2.23,1
2795,gm2623,A178,442,2.15,1
2796,gm6894,A158,469,2.77,0
2797,gm9029,A73,497,2.52,1
2798,gm3609,A83,256,2.73,1
2799,gm1778,A118,760,2.9,0
2800,gm8877,A79,620,2.43,0
2801,gm4729,A151,911,2.89,0
2802,gm9164,A95,689,2.98,1
2803,gm4716,A65,208,2.89,1
2804,gm5967,A83,84,2.27,0
2805,gm5049,A196,640,2.12,1
2806,gm2274,A198,609,2.88,1
2807,gm931,A165,626,2.89,1
2808,gm1753,A170,556,2.32,1
2809,gm5996,A109,547,2.72,1
2810,gm9970,A9,861,2.59,0
2811,gm6278,A24,552,2.56,1
2812,gm5229,A168,725,2.81,0
2813,gm167,A174,626,2.65,0
2814,gm2832,A24,503,2.64,1
2815,gm8726,A198,313,2.16,0
2816,gm9612,A178,979,2.76,1
2817,gm6754,A199,819,2.56,0
2818,gm8538,A133,155,2.11,0
2819,gm4405,A140,302,2.18,1
2820,gm788,A141,46,2.82,0
2821,gm125,A113,294,2.31,1
2822,gm182,A65,257,2.48,0
2823,gm8986,A110,321,2.23,0
2824,gm1906,A98,711,2.18,0
2825,gm9123,A54,929,2.77,0
2826,gm589,A21,463,2.5,0
2827,gm9373,A60,193,2.58,1
2828,gm4439,A13,385,2.99,1
2829,gm5381,A44,476,2.34,1
2830,gm8950,A91,943,2.81,1
2831,gm9154,A74,518,2.3,1
2832,gm9280,A89,223,2.25,1
2833,gm19,A119,572,2.39,1
2834,gm839,A107,839,2.82,0
2835,gm7788,A110,151,2.84,1
2836,gm5868,A46,979,2.73,0
2837,gm3492,A69,622,2.22,1
2838,gm8086,A148,328,2.2,0
2839,gm7019,A100,586,2.08,0
2840,gm5831,A158,434,2.35,0
2841,gm6061,A91,497,2.19,1
2842,gm9037,A132,756,2.21,0
2843,gm574,A12,265,2.49,1
2844,gm5676,A161,981,2.68,1
2845,gm2208,A99,556,2.66,0
2846,gm225,A196,770,2.99,1
2847,gm3596,A27,753,2.06,1
2848,gm961,A152,880,2.71,0
2849,gm4270,A91,121,2.87,1
2850,gm1651,A184,915,2.61,0
2851,gm4596,A102,970,2.71,0
2852,gm1490,A149,727,2.02,0
2853,gm8225,A164,855,2.21,0
2854,gm3746,A124,829,2.23,1
2855,gm2419,A158,815,2.69,0
2856,gm4382,A166,858,2.75,0
2857,gm8821,A58,492,2.99,0
2858,gm6214,A64,874,2.72,1
2859,gm8122,A131,715,2.12,1
2860,gm3853,A118,192,2.72,1
2861,gm1914,A54,822,2.66,1
2862,gm2077,A164,488,2.09,1
2863,gm3176,A32,356,2.48,1
2864,gm6001,A177,203,2.45,0
2865,gm4246,A42,368,2.9,0
2866,gm9094,A57,380,2.22,1
2867,gm3620,A114,82,2.26,1
2868,gm3816,A68,479,2.86,1
2869,gm8287,A62,914,2.63,1
2870,gm8837,A17,280,2.41,0
2871,gm9432,A189,985,2.18,1
2872,gm1543,A176,467,2.56,1
2873,gm1084,A155,642,2.88,0
2874,gm8919,A38,248,2.79,1
2875,gm1664,A185,431,2.9,1
2876,gm8079,A12,232,2.71,1
2877,gm5827,A143,308,2.45,1
2878,gm4364,A75,984,2.58,1
2879,gm5178,A165,529,2.05,1
2880,gm7412,A19,866,2.32,1
2881,gm7006,A91,137,2.94,1
2882,gm5439,A165,703,2.38,1
2883,gm9494,A173,313,2.88,1
2884,gm4952,A157,592,2.93,1
2885,gm2780,A124,72,2.72,1
2886,gm6376,A163,135,2.46,1
2887,gm4984,A174,743,2.35,0
2888,gm6975,A64,703,2.08,1
2889,gm8809,A24,462,2.61,1
2890,gm8910,A65,584,2.6,1
2891,gm9074,A107,883,2.7,0
2892,gm9930,A176,209,2.97,1
2893,gm8363,A169,259,2.39,1
2894,gm913,A31,104,2.02,0
2895,gm6498,A57,838,2.66,1
2896,gm6186,A60,708,2.1,1
2897,gm7401,A135,863,2.81,0
2898,gm5456,A198,104,2.51,0
2899,gm5937,A179,531,2.21,0
2900,gm5111,A193,722,2.93,1
2901,gm3804,A93,953,2.99,0
2902,gm773,A84,164,2.84,0
2903,gm1095,A90,44,2.0,0
2904,gm181,A30,615,2.41,1
2905,gm5309,A93,94,2.95,1
2906,gm7627,A55,148,2.71,1
2907,gm2504,A36,604,2.85,1
2908,gm7041,A134,61,2.83,0
2909,gm145,A88,275,2.89,1
2910,gm5549,A156,842,2.43,0
2911,gm5793,A167,378,2.29,0
2912,gm4900,A41,94,2.44,1
2913,gm2541,A17,133,2.75,1
2914,gm3675,A169,658,2.57,0
2915,gm9003,A122,210,2.14,1
2916,gm3559,A66,727,2.17,1
2917,gm9518,A180,969,2.36,1
2918,gm5372,A179,777,2.96,0
2919,gm1717,A142,573,2.24,1
2920,gm3370,A199,768,2.17,1
2921,gm8550,A98,415,2.27,0
2922,gm1629,A178,131,2.02,0
2923,gm3078,A122,718,2.64,0
2924,gm4543,A133,825,2.01,1
2925,gm9735,A64,242,2.56,0
2926,gm1346,A102,226,2.7,1
2927,gm6024,A177,286,2.31,1
2928,gm2088,A123,581,2.55,1
2929,gm1029,A132,386,2.54,0
2930,gm6541,A73,369,2.35,0
2931,gm9456,A61,187,2.12,0
2932,gm7744,A105,523,2.24,0
2933,gm3578,A170,460,2.34,0
2934,gm7138,A180,154,2.62,0
2935,gm4937,A62,826,2.1,1
2936,gm6794,A157,271,2.27,0
2937,gm123,A162,940,2.08,0
2938,gm6060,A197,992,2.68,0
2939,gm6210,A111,311,2.32,0
2940,gm879,A7,394,2.41,1
2941,gm7259,A17,570,2.23,0
2942,gm4431,A80,433,2.48,1
2943,gm6259,A88,972,2.9,1
2944,gm2097,A148,110,2.21,0
2945,gm356,A51,537,2.43,0
2946,gm6636,A144,384,2.74,1
2947,gm7035,A98,398,2.63,0
2948,gm5788,A46,313,2.52,0
2949,gm1446,A141,492,2.91,0
2950,gm4544,A198,189,2.48,0
2951,gm9423,A193,610,2.49,1
2952,gm1191,A95,494,2.74,1
2953,gm5370,A54,143,2.29,0
2954,gm3411,A50,540,2.12,1
2955,gm655,A10,923,2.3,0
2956,gm4101,A98,422,2.97,1
2957,gm6848,A198,813,2.75,0
2958,gm4216,A9,110,2.65,1
2959,gm6392,A54,154,2.45,1
2960,gm480,A143,35,2.7,1
2961,gm8895,A143,244,2.53,0
2962,gm6397,A185,810,2.81,1
2963,gm1389,A172,694,2.16,1
2964,gm1230,A33,593,2.72,1
2965,gm7490,A40,77,2.52,1
2966,gm2147,A39,257,2.32,0
2967,gm9874,A166,644,2.85,1
2968,gm5546,A129,657,2.19,0
2969,gm4451,A106,266,2.81,0
2970,gm9068,A193,460,2.54,0
2971,gm7767,A100,907,2.28,0
2972,gm6522,A184,764,2.28,0
2973,gm6285,A165,419,2.43,1
2974,gm5154,A40,873,2.78,0
2975,gm4583,A104,486,2.82,0
2976,gm7712,A52,436,2.32,0
2977,gm7625,A118,290,2.93,1
2978,gm8872,A6,936,2.84,0
2979,gm136,A155,868,2.85,1
2980,gm6482,A194,560,2.41,1
2981,gm1217,A149,336,2.06,0
2982,gm5680,A63,610,2.34,0
2983,gm9195,A30,701,2.51,0
2984,gm6740,A160,908,2.54,1
2985,gm2581,A8,345,2.89,1
2986,gm8462,A138,655,2.75,0
2987,gm7636,A67,931,2.5,0
2988,gm3972,A96,203,2.13,0
2989,gm5038,A21,505,2.35,0
2990,gm4112,A5,286,2.48,1
2991,gm15,A104,76,2.72,0
2992,gm6346,A167,344,2.22,0
2993,gm8570,A188,794,2.14,1
2994,gm9669,A63,250,2.9,1
2995,gm4698,A22,569,2.95,1
2996,gm9844,A166,402,2.36,1
2997,gm357,A7,827,2.6,1
2998,gm6815,A133,888,2.99,0
2999,gm8600,A93,107,2.52,0
3000,gm261,A193,232,2.38,1
3001,gm1338,A24,431,2.14,1
3002,gm2207,A39,693,2.59,0
3003,gm6139,A94,85,2.44,0
3004,gm5905,A148,366,2.56,1
3005,gm4629,A183,817,2.91,0
3006,gm2283,A162,828,2.33,0
3007,gm2472,A116,871,2.96,1
3008,gm955,A101,638,2.93,0
3009,gm7581,A9,850,2.46,1
3010,gm2808,A41,177,2.32,1
3011,gm5074,A49,708,2.01,0
3012,gm1766,A53,835,2.88,1
3013,gm7613,A8,442,2.33,0
3014,gm3353,A95,757,2.78,1
3015,gm321,A83,106,2.42,1
3016,gm5549,A32,220,2.04,0
3017,gm9185,A73,437,2.15,0
3018,gm4216,A30,466,2.47,0
3019,gm6305,A137,847,2.86,1
3020,gm9589,A148,307,2.14,0
3021,gm7301,A108,401,2.85,0
3022,gm3995,A52,568,2.28,1
3023,gm137,A52,158,2.85,0
3024,gm9678,A39,53,2.77,1
3025,gm2052,A106,336,2.31,0
3026,gm5502,A17,989,2.67,0
3027,gm4,A181,792,2.97,1
3028,gm9220,A127,650,2.25,1
3029,gm9087,A1,377,2.24,0
3030,gm6992,A172,166,2.28,1
3031,gm3429,A167,25,2.65,1
3032,gm213,A156,492,2.54,0
3033,gm4537,A8,25,2.53,0
3034,gm3649,A134,946,2.35,0
3035,gm4220,A24,925,2.34,1
3036,gm1671,A186,73,2.52,0
3037,gm6435,A169,226,2.09,0
3038,gm4504,A138,731,2.1,1
3039,gm1898,A0,48,2.5,1
3040,gm2393,A26,166,2.46,0
3041,gm3218,A128,277,2.75,0
3042,gm7706,A5,241,2.17,0
3043,gm8077,A95,525,2.72,0
3044,gm5126,A174,994,2.79,0
3045,gm61,A46,892,2.18,0
3046,gm6516,A120,695,2.65,1
3047,gm1125,A86,94,2.92,0
3048,gm7313,A48,846,2.74,0
3049,gm3255,A32,997,2.81,1
3050,gm8169,A23,93,2.89,0
3051,gm69,A28,140,2.03,0
3052,gm2923,A131,496,2.9,0
3053,gm7669,A102,482,2.04,0
3054,gm2868,A170,904,2.59,0
3055,gm8363,A49,605,2.04,0
3056,gm4651,A85,360,2.3,1
3057,gm9404,A85,841,2.4,0
3058,gm4556,A179,744,2.22,1
3059,gm1645,A63,819,2.27,1
3060,gm7407,A52,635,2.93,1
3061,gm8765,A148,661,2.97,0
3062,gm3894,A64,674,2.35,0
3063,gm2076,A34,82,2.17,0
3064,gm5815,A31,127,2.64,1
3065,gm4854,A129,185,2.51,1
3066,gm1366,A168,344,2.36,0
3067,gm8343,A187,661,2.54,0
3068,gm6920,A41,128,2.45,0
3069,gm7668,A1,643,2.89,0
3070,gm8109,A65,116,2.75,0
3071,gm1424,A81,514,2.6,0
3072,gm3861,A1,668,2.38,1
3073,gm2806,A114,847,2.26,0
3074,gm2907,A27,281,2.52,0
3075,gm5619,A1,1000,2.69,1
3076,gm5480,A29,248,2.65,1
3077,gm779,A20,622,2.54,0
3078,gm611,A82,870,2.25,1
3079,gm691,A43,194,2.31,0
3080,gm3643,A3,85,2.12,0
3081,gm2992,A121,589,2.35,1
3082,gm5646,A110,358,2.19,0
3083,gm8885,A55,943,2.18,1
3084,gm8463,A7,497,2.25,0
3085,gm5842,A44,956,2.44,1
3086,gm7390,A98,262,2.16,0
3087,gm6108,A87,961,2.98,1
3088,gm7684,A175,585,3.0,1
3089,gm6030,A45,307,2.43,1
3090,gm207,A117,539,2.73,0
3091,gm7012,A18,889,2.85,1
3092,gm4606,A121,711,2.42,1
3093,gm6304,A7,706,2.01,0
3094,gm8878,A22,848,2.09,1
3095,gm7382,A147,219,2.84,0
3096,gm1154,A184,743,2.78,1
3097,gm8334,A135,500,2.07,1
3098,gm1289,A100,557,2.93,1
3099,gm2074,A63,716,2.33,1
3100,gm4986,A13,573,2.96,1
3101,gm23,A70,707,2.53,0
3102,gm3717,A134,627,2.75,0
3103,gm816,A192,890,2.57,0
3104,gm3836,A33,235,2.27,0
3105,gm437,A4,751,2.23,1
3106,gm681,A17,861,2.07,1
3107,gm9534,A128,133,2.43,0
3108,gm8018,A141,65,2.79,0
3109,gm9064,A59,206,2.62,0
3110,gm4165,A129,372,2.79,1
3111,gm3445,A145,136,2.75,0
3112,gm4583,A40,238,2.12,0
3113,gm6876,A15,722,2.27,0
3114,gm8145,A105,881,2.74,0
3115,gm5775,A34,661,2.03,1
3116,gm7626,A41,748,2.51,0
3117,gm6531,A93,161,2.35,0
3118,gm3396,A187,573,2.77,0
3119,gm4196,A94,94,2.99,0
3120,gm9261,A137,475,2.98,1
3121,gm8726,A91,869,2.95,0
3122,gm2002,A168,328,2.63,1
3123,gm1464,A170,999,2.63,1
3124,gm8070,A108,736,2.06,1
3125,gm7754,A59,830,2.47,1
3126,gm3479,A46,292,2.29,0
3127,gm6653,A138,99,2.34,0
3128,gm3122,A181,230,2.43,0
3129,gm7497,A37,790,2.13,0
3130,gm5088,A2,712,2.83,0
3131,gm8910,A153,954,2.29,1
3132,gm1189,A137,875,2.54,0
3133,gm2808,A27,843,2.3,1
3134,gm1982,A12,913,2.35,0
3135,gm3913,A185,732,2.54,1
3136,gm7155,A71,67,2.92,0
3137,gm2433,A78,686,2.04,0
3138,gm2592,A4,102,2.43,1
3139,gm433,A179,992,2.39,1
3140,gm684,A116,631,2.27,1
3141,gm92,A91,861,2.06,0
3142,gm7861,A140,184,2.83,1
3143,gm4981,A26,638,2.04,1
3144,gm697,A77,412,2.59,1
3145,gm3972,A171,467,2.39,0
3146,gm1111,A174,693,2.67,1
3147,gm5962,A95,230,2.26,0
3148,gm1079,A181,185,2.16,0
3149,gm1805,A19,96,2.71,0
